Season,RK,PLAYER,TEAM,GP,MPG,TS,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
2015,171,JaMychal Green,SA,24,6.8,0.603,5.8,20.2,14.5,13.3,18,15.7,14.93,8.4,0.3
2015,171,JaMychal Green,MEM,24,6.8,0.603,5.8,20.2,14.5,13.3,18,15.7,14.93,8.4,0.3
2015,,Carl Landry,SAC,70,17,0.578,5,10.5,16.4,9.8,15.5,12.8,14.93,61,2
2015,173,Josh Smith,DET,83,27.7,0.467,17.5,13,25.1,7.2,18.3,12.6,14.92,151.6,5.1
2015,173,Josh Smith,HOU,83,27.7,0.467,17.5,13,25.1,7.2,18.3,12.6,14.92,151.6,5.1
2015,174,Lavoy Allen,IND,63,17,0.493,16.9,9.2,14.5,12.8,20.5,16.7,14.91,54.4,1.8
2015,175,Giannis Antetokounmpo,MIL,81,31.4,0.552,15.8,13.2,18.5,4.5,19.7,12.2,14.89,166.4,5.5
2015,176,Kyle O'Quinn,ORL,51,16.2,0.55,15.5,14.4,16.7,6.2,21.4,13.6,14.88,41.6,1.4
2015,,Anthony Morrow,OKC,74,24.4,0.604,8,5.1,15.4,2.4,9.1,5.8,14.88,118,3.9
2015,178,Devin Harris,DAL,76,22.2,0.559,25.8,9.3,17.8,0.8,8,4.4,14.86,97.2,3.2
2015,179,Meyers Leonard,POR,55,15.4,0.631,9.7,11.8,14.6,5.9,25.3,15.8,14.85,53.7,1.8
2015,180,Jusuf Nurkic,DEN,62,17.8,0.483,8.7,14.9,19.2,11.8,26.1,18.7,14.84,69.8,2.3
2015,181,Kyle Korver,ATL,75,32.2,0.699,20.5,11.2,13.6,0.7,13.3,7.2,14.8,155.1,5.2
2015,182,Tarik Black,HOU,63,19,0.583,10.1,11.6,11.6,12.8,21.4,17,14.76,58.1,1.9
2015,182,Tarik Black,LAL,63,19,0.583,10.1,11.6,11.6,12.8,21.4,17,14.76,58.1,1.9
2015,183,Joel Anthony,DET,49,8.3,0.607,5.6,13.5,8.5,8.2,17,12.4,14.74,25.1,0.8
2015,184,Robert Covington,PHI,70,27.9,0.554,9.7,11.8,20.3,3.4,14.6,8.8,14.72,123.1,4.1
2015,185,Tony Allen,MEM,63,26.2,0.528,12.6,12.6,15.5,7.2,12.2,9.7,14.68,102.7,3.4
2015,186,Patrick Patterson,TOR,81,26.6,0.568,19.9,6.9,12.7,6.8,16.3,11.6,14.67,102,3.4
2015,,Justin Hamilton,MIA,41,17.4,0.551,13.8,10,11.4,9.2,12.7,11,14.67,43.2,1.4
2015,,Justin Hamilton,MIN,41,17.4,0.551,13.8,10,11.4,9.2,12.7,11,14.67,43.2,1.4
2015,188,Jarrett Jack,BKN,80,28,0.522,25.2,12.9,22.3,1,11.3,6.1,14.64,121.7,4.1
2015,189,Bryce Cotton,UTAH,15,10.6,0.52,14.4,11.5,24.5,2.2,10.8,6.5,14.6,8.5,0.3
2015,,Jabari Parker,MIL,25,29.5,0.527,11,12.3,19.1,7.8,13.5,10.7,14.6,45.1,1.5
2015,191,Henry Sims,PHI,73,19.2,0.521,10.7,13.4,19.3,8.9,19.4,13.9,14.52,81.9,2.7
2015,192,Aaron Brooks,CHI,82,23,0.534,19.9,12,24.4,1.9,7.5,4.8,14.49,98.1,3.3
2015,193,Jeff Green,BOS,78,31.5,0.534,10,8.1,21.9,2.9,12.1,7.5,14.48,145.8,4.9
2015,193,Jeff Green,MEM,78,31.5,0.534,10,8.1,21.9,2.9,12.1,7.5,14.48,145.8,4.9
2015,194,Al-Farouq Aminu,DAL,74,18.5,0.504,11.3,10.5,14,9.1,18.4,13.7,14.45,80.6,2.7
2015,,Omri Casspi,SAC,67,21.1,0.58,14.6,12.6,17.6,4.5,15.9,10.4,14.45,83.4,2.8
2015,196,Donatas Motiejunas,HOU,71,28.7,0.553,12.7,12,17.9,7.4,15.4,11.4,14.44,89.5,3
2015,,Jeff Ayres,SA,51,7.5,0.618,9.3,17.2,14.8,11.2,23.3,17.3,14.44,16.8,0.6
2015,198,JaVale McGee,DEN,23,11.1,0.567,2.6,15.7,17.4,7.3,18.9,12.9,14.42,0,0
2015,198,JaVale McGee,PHI,23,11.1,0.567,2.6,15.7,17.4,7.3,18.9,12.9,14.42,0,0
2015,199,JJ Hickson,DEN,73,19.3,0.504,8.1,13.7,18.3,11.1,24,17.3,14.39,60.8,2
2015,200,Nene ,WSH,67,25.3,0.534,13.1,13.2,20.3,5.7,17,11.5,14.33,71.6,2.4
2015,201,Nick Young,LAL,42,23.8,0.52,6.5,7,23.9,1.8,9.1,5.3,14.27,56.2,1.9
2015,202,Jeff Adrien,MIN,17,12.6,0.494,17.7,10.6,13.8,11.9,29.6,20.5,14.23,0,0
2015,203,Kosta Koufos,MEM,81,16.6,0.53,7.4,13.8,14.5,10.3,25.8,18.1,14.21,72.6,2.4
2015,204,Jodie Meeks,DET,60,24.4,0.548,10.7,7.7,19,0.9,7.1,3.9,14.18,80.4,2.7
2015,,CJ Miles,IND,70,26.3,0.525,7.2,7,21.8,1.1,11.7,6.4,14.18,101,3.4
2015,206,Cody Zeller,CHA,62,24,0.53,16.5,10.2,14.7,7,20.1,13.4,14.15,58.7,2
2015,207,Steven Adams,OKC,70,25.3,0.549,10.1,15.1,13.5,12.2,19.3,15.8,14.14,93.5,3.1
2015,208,Michael Carter-Williams,MIL,66,32.6,0.461,25.4,14.5,25.4,3.2,15.3,9.1,14.13,100.5,3.3
2015,208,Michael Carter-Williams,PHI,66,32.6,0.461,25.4,14.5,25.4,3.2,15.3,9.1,14.13,100.5,3.3
2015,209,Joe Johnson,BKN,80,34.9,0.523,19.1,8.9,19.4,2.1,13.3,7.7,14.11,150.4,5
2015,210,TJ Warren,PHX,40,15.4,0.551,9.1,9.8,16.4,7.3,7.9,7.6,14.04,32.4,1.1
2015,211,Bradley Beal,WSH,63,33.4,0.521,15.6,9.9,21.2,3.1,9.6,6.4,14.02,110.7,3.7
2015,212,Corey Brewer,HOU,80,26.1,0.507,14.3,10.8,20.9,4.2,11.7,7.9,13.98,108.5,3.6
2015,212,Corey Brewer,MIN,80,26.1,0.507,14.3,10.8,20.9,4.2,11.7,7.9,13.98,108.5,3.6
2015,213,Andrew Wiggins,MIN,82,36.2,0.517,10.1,10.5,21.1,5,9.5,7.2,13.97,153.6,5.1
2015,214,Jae Crowder,BOS,82,20.1,0.517,12.5,6.5,16.8,4.7,14.9,9.7,13.93,84.3,2.8
2015,214,Jae Crowder,DAL,82,20.1,0.517,12.5,6.5,16.8,4.7,14.9,9.7,13.93,84.3,2.8
2015,215,D.J. Augustin,DET,82,24,0.527,28.6,11.7,23.1,1.1,7.9,4.4,13.92,85.4,2.8
2015,215,D.J. Augustin,OKC,82,24,0.527,28.6,11.7,23.1,1.1,7.9,4.4,13.92,85.4,2.8
2015,216,Elfrid Payton,ORL,82,30.4,0.456,34.7,13.2,19.1,4.8,11.2,7.9,13.87,106.6,3.6
2015,217,Dwight Powell,BOS,29,8.1,0.552,8.9,10.8,34.3,8.3,14.9,11.6,13.86,8.3,0.3
2015,217,Dwight Powell,DAL,29,8.1,0.552,8.9,10.8,34.3,8.3,14.9,11.6,13.86,8.3,0.3
2015,218,Thabo Sefolosha,ATL,52,18.8,0.506,19.4,9.8,13.8,6.4,19.3,13.1,13.82,48.3,1.6
2015,219,Marcus Morris,PHX,81,25.2,0.52,13.1,7.2,17.8,3.9,16.9,10.3,13.73,68.1,2.3
2015,220,JR Smith,CLE,70,29.7,0.538,18.1,9,16.9,1.7,10.4,6,13.63,97.2,3.2
2015,220,JR Smith,NY,70,29.7,0.538,18.1,9,16.9,1.7,10.4,6,13.63,97.2,3.2
2015,221,Will Barton,DEN,58,16.9,0.503,15.1,11.4,20,2.8,15.2,8.9,13.6,45.5,1.5
2015,221,Will Barton,POR,58,16.9,0.503,15.1,11.4,20,2.8,15.2,8.9,13.6,45.5,1.5
2015,,O.J. Mayo,MIL,71,23.9,0.529,18.1,11.8,22.5,2,10.5,6.3,13.6,78.4,2.6
2015,223,Alex Len,PHX,69,22,0.542,6.3,14.7,12.4,10.2,22.7,16.4,13.54,66.6,2.2
2015,224,Rajon Rondo,BOS,68,29.7,0.448,37.7,14.7,20.7,3.9,16.4,10.1,13.49,74.9,2.5
2015,224,Rajon Rondo,DAL,68,29.7,0.448,37.7,14.7,20.7,3.9,16.4,10.1,13.49,74.9,2.5
2015,225,Miles Plumlee,MIL,73,16.4,0.536,9.5,14.2,15,10.3,19.4,14.8,13.44,50.6,1.7
2015,225,Miles Plumlee,PHX,73,16.4,0.536,9.5,14.2,15,10.3,19.4,14.8,13.44,50.6,1.7
2015,226,Dorell Wright,POR,48,12.4,0.525,15.3,6.7,16.2,2.6,17.2,10,13.42,25.8,0.9
2015,227,Harrison Barnes,GS,82,28.3,0.573,12.8,7.8,13.7,5.6,15.1,10.5,13.41,100.7,3.4
2015,228,Andre Miller,SAC,81,15.5,0.548,39.9,14.6,17.1,3.4,10.2,6.9,13.37,44.2,1.5
2015,228,Andre Miller,WSH,81,15.5,0.548,39.9,14.6,17.1,3.4,10.2,6.9,13.37,44.2,1.5
2015,229,Dewayne Dedmon,ORL,59,14.3,0.568,3.6,20.4,11.6,15.5,24.1,19.7,13.31,34.2,1.1
2015,230,Tyler Hansbrough,TOR,74,14.3,0.597,7.9,7.5,9.7,11.6,17.3,14.4,13.3,28.5,0.9
2015,231,Gerald Henderson,CHA,80,28.9,0.514,16.4,8.7,19.6,1.7,11.6,6.5,13.29,96.5,3.2
2015,232,Cory Jefferson,BKN,50,10.6,0.48,7.1,8.8,16.5,10,20.6,15.3,13.26,13.9,0.5
2015,233,Wilson Chandler,DEN,78,31.7,0.523,10.5,8.6,18.8,4.1,17.2,10.4,13.24,100.9,3.4
2015,234,Shelvin Mack,ATL,55,15.1,0.489,30.4,9.6,19.5,1.1,9.5,5.4,13.23,27.8,0.9
2015,235,Noah Vonleh,CHA,25,10.4,0.475,3.9,10.7,15.6,11.6,25.3,18.3,13.2,6.6,0.2
2015,236,Donald Sloan,IND,53,20.9,0.503,29.5,10.1,18.8,1.2,13,7.1,13.16,35.7,1.2
2015,,Ryan Hollins,SAC,46,9.6,0.648,9.7,17.3,12.1,9.6,16.6,13.3,13.16,16.9,0.6
2015,238,CJ McCollum,POR,62,15.7,0.534,12.6,9.4,19.1,1.6,8.3,5,13.15,38.5,1.3
2015,,Dwight Buycks,LAL,6,20.5,0.586,19.9,17,19.9,1.7,9.3,5.4,13.15,3.9,0.1
2015,240,Nicolas Batum,POR,71,33.5,0.516,30.6,11.8,14.9,2.8,15.6,9.4,13.1,92.3,3.1
2015,,Patty Mills,SA,51,15.7,0.496,18.3,7.4,20.9,3,7.5,5.3,13.1,25.1,0.8
2015,242,Alec Burks,UTAH,27,33.3,0.524,16.7,10.6,20.1,2.5,12.1,7.3,13.07,27.8,0.9
2015,243,Alonzo Gee,DEN,54,12.3,0.548,9,11.9,15,5.9,9.5,7.7,13.04,25,0.8
2015,243,Alonzo Gee,POR,54,12.3,0.548,9,11.9,15,5.9,9.5,7.7,13.04,25,0.8
2015,244,John Lucas III,DET,21,13,0.461,32.9,8.8,21.2,1.5,5,3.2,13.03,8.2,0.3
2015,245,Paul George,IND,6,15.2,0.492,8.4,16.7,30.1,4.9,21.7,13.4,13.02,3.4,0.1
2015,246,Ognjen Kuzmic,GS,16,4.5,0.727,24.2,20.2,11,10.8,14.5,12.7,12.93,2.5,0.1
2015,247,Shaun Livingston,GS,78,18.8,0.529,32.5,12.8,16.3,3.3,10,6.7,12.91,41.8,1.4
2015,248,Derrick Williams,SAC,74,19.8,0.54,7.4,8.3,17.3,3.3,12.1,7.8,12.89,30.2,1
2015,249,Evan Turner,BOS,82,27.6,0.482,30.9,13.6,20,1.9,18.5,10.1,12.88,80.2,2.7
2015,250,Jordan Adams,MEM,30,8.3,0.489,12.7,11.1,19,4.2,8.7,6.4,12.87,8.8,0.3
2015,251,Eric Gordon,NO,61,33.1,0.544,20.8,11.1,19.4,1.6,7.4,4.5,12.76,68.1,2.3
2015,252,Boris Diaw,SA,81,24.5,0.526,22.6,12.2,17.7,4.5,15.2,10,12.74,63.5,2.1
2015,,Trevor Ariza,HOU,82,35.7,0.539,15.8,10.7,15.7,2.9,14.4,8.6,12.74,97.9,3.3
2015,254,Greivis Vasquez,TOR,82,24.3,0.514,25.7,10.1,19.7,1.3,11.2,6.3,12.67,49.7,1.7
2015,255,Trey Burke,UTAH,76,30.1,0.455,21.6,8.2,23.6,1.6,8.7,5.2,12.64,56.1,1.9
2015,256,Kevin Seraphin,WSH,79,15.6,0.535,9.2,15.2,19.6,8.1,17.9,13.1,12.61,37,1.2
2015,257,PJ Tucker,PHX,78,30.6,0.541,13.9,10.9,13,5.2,18,11.5,12.56,73.4,2.4
2015,258,Ray McCallum,SAC,68,21.1,0.496,24.1,10.9,17.9,4.3,9.8,7.1,12.54,33,1.1
2015,259,Marco Belinelli,SA,62,22.4,0.553,14.1,9.1,17.5,2.2,10.5,6.4,12.47,40.9,1.4
2015,,Raymond Felton,DAL,29,9.7,0.48,23.9,10.5,20.3,0.8,9.4,5.1,12.47,6.1,0.2
2015,,Evan Fournier,ORL,58,28.6,0.546,14.3,9.7,18.4,1.9,8.7,5.2,12.47,48.7,1.6
2015,262,Kendall Marshall,MIL,28,14.9,0.562,38.1,15.5,16.1,0.6,7.1,3.8,12.45,0,0
2015,263,Isaiah Canaan,HOU,47,20,0.534,17.4,11,18.2,2,8.3,5.1,12.44,20.1,0.7
2015,263,Isaiah Canaan,PHI,47,20,0.534,17.4,11,18.2,2,8.3,5.1,12.44,20.1,0.7
2015,264,Rodney Hood,UTAH,50,21.3,0.529,15.5,8.4,18.8,1,11.7,6.4,12.39,30,1
2015,265,Langston Galloway,NY,45,32.4,0.489,19.8,8.1,18.5,2.9,12.5,7.5,12.36,29.6,1
2015,266,Andre Iguodala,GS,77,26.9,0.553,26.4,10.2,13.1,2.4,10.8,6.7,12.34,56.9,1.9
2015,267,Nick Calathes,MEM,58,14.4,0.455,30.8,12.9,18.4,2.6,11.8,7.2,12.33,22.9,0.8
2015,268,Jared Dudley,MIL,72,23.8,0.572,20.2,9.6,13,3,11.6,7.3,12.31,46.5,1.5
2015,,Ish Smith,PHI,55,15.1,0.431,27.7,12,26.8,1.9,11.5,6.5,12.31,16.2,0.5
2015,,Ish Smith,OKC,55,15.1,0.431,27.7,12,26.8,1.9,11.5,6.5,12.31,16.2,0.5
2015,270,Chase Budinger,MIN,67,19.2,0.537,11.9,9.1,15.3,2.8,15.1,8.8,12.26,33.8,1.1
2015,,Pablo Prigioni,HOU,67,17.9,0.557,35.7,12.9,10.7,2.8,8.6,5.7,12.26,22.5,0.7
2015,,Pablo Prigioni,NY,67,17.9,0.557,35.7,12.9,10.7,2.8,8.6,5.7,12.26,22.5,0.7
2015,,Joel Freeland,POR,48,12.9,0.522,8,11.4,12.3,11,21.9,16.6,12.26,15.3,0.5
2015,273,Jameer Nelson,BOS,63,22.3,0.503,28.7,12.4,21,0,0,0,12.14,23.9,0.8
2015,273,Jameer Nelson,DAL,63,22.3,0.503,28.7,12.4,21,0,0,0,12.14,23.9,0.8
2015,273,Jameer Nelson,DEN,63,22.3,0.503,28.7,12.4,21,0,0,0,12.14,23.9,0.8
2015,274,Justin Holiday,GS,59,11.1,0.498,14.5,8.7,17.5,2,9.7,6,12.13,16,0.5
2015,275,Clint Capela,HOU,12,7.5,0.409,4.3,10.8,19.3,12.3,31.8,22.1,12.12,2,0.1
2015,,Tim Hardaway Jr.,NY,70,24,0.512,12.8,8.2,22.3,0.8,10.2,5.4,12.12,40.6,1.4
2015,277,A.J. Price,CLE,26,12.5,0.451,22.2,6.7,20.5,0,0,0,12.07,5.2,0.2
2015,277,A.J. Price,IND,26,12.5,0.451,22.2,6.7,20.5,0,0,0,12.07,5.2,0.2
2015,277,A.J. Price,PHX,26,12.5,0.451,22.2,6.7,20.5,0,0,0,12.07,5.2,0.2
2015,278,Tyler Johnson,MIA,32,18.8,0.506,16.2,11.6,15.9,2.9,13.1,8.1,12.06,14.1,0.5
2015,279,Jason Smith,NY,82,21.8,0.497,15.5,11.5,18.7,6.2,15,10.5,12.05,14.7,0.5
2015,280,Tayshaun Prince,BOS,58,24.1,0.504,16.6,6.3,14.2,0,0,0,12.01,31.4,1
2015,280,Tayshaun Prince,DET,58,24.1,0.504,16.6,6.3,14.2,0,0,0,12.01,31.4,1
2015,280,Tayshaun Prince,MEM,58,24.1,0.504,16.6,6.3,14.2,0,0,0,12.01,31.4,1
2015,281,Furkan Aldemir,PHI,41,13.2,0.517,20.8,12.6,8.4,14.9,20.7,17.7,12,4,0.1
2015,282,Jon Leuer,MEM,63,13.1,0.478,12.1,9.2,17.3,7,21.7,14.3,11.97,5.8,0.2
2015,283,Quincy Acy,NY,68,18.9,0.533,13.6,12,14.6,6.9,20.5,13.5,11.96,28,0.9
2015,284,Drew Gooden,WSH,51,16.9,0.469,13.2,7.5,15.8,9.6,19.3,14.5,11.95,5.8,0.2
2015,285,Phil Pressey,BOS,50,12,0.453,33.1,11.6,18,2.3,12.4,7.3,11.84,7.5,0.3
2015,286,Samuel Dalembert,NY,32,17,0.461,14,18.9,14.2,10.9,25.1,17.8,11.82,0,0
2015,287,Lou Amundson,CLE,53,17.7,0.442,16.5,14.6,10.7,11.3,22,16.5,11.79,4.1,0.1
2015,287,Lou Amundson,NY,53,17.7,0.442,16.5,14.6,10.7,11.3,22,16.5,11.79,4.1,0.1
2015,,Marvin Williams,CHA,78,26.1,0.541,14.4,8.7,12.4,3.1,18.2,10.4,11.79,8.7,0.3
2015,289,Mario Chalmers,MIA,80,29.6,0.521,24.4,13.7,18.4,1.2,9,5.2,11.76,26.9,0.9
2015,290,Brian Roberts,CHA,72,18.5,0.495,23,8.1,18.1,1,8.2,4.5,11.74,14.6,0.5
2015,291,Jason Richardson,PHI,19,21.9,0.458,15.7,6.6,20.4,3.2,14.5,8.6,11.73,7.6,0.3
2015,292,Reggie Evans,SAC,47,16.3,0.49,12.5,17.5,12.1,14.9,29,22.2,11.68,12.4,0.4
2015,293,Wayne Ellington,LAL,65,25.8,0.504,13.1,6.2,17.4,2,12.3,6.9,11.66,29.1,1
2015,294,Bojan Bogdanovic,BKN,78,23.8,0.562,8.8,10.1,15.8,3,9.8,6.4,11.64,31.6,1.1
2015,,Otto Porter Jr.,WSH,74,19.4,0.523,12,9.6,14,5.6,11.6,8.7,11.64,24.4,0.8
2015,,Mike Dunleavy,CHI,63,29.2,0.573,16.4,8.7,13.6,1.7,12.7,7.3,11.64,31.2,1
2015,297,Ekpe Udoh,LAC,33,3.9,0.519,18.6,16.3,11.7,6.3,16.4,11.4,11.62,0.2,0
2015,298,Darrell Arthur,DEN,58,17,0.466,11.1,9.1,18.8,5.6,13.4,9.3,11.57,1,0
2015,299,James Ennis III,MIA,62,17,0.541,12.8,10.4,13.5,6,14,10.1,11.53,16.1,0.5
2015,300,Courtney Lee,MEM,77,30.6,0.555,16.3,8.4,14.4,1,7.6,4.3,11.51,35.5,1.2
2015,301,Avery Bradley,BOS,77,31.5,0.507,10.4,8.4,19.5,2,8.9,5.4,11.51,18.3,0.6
2015,302,Jason Terry,HOU,77,21.3,0.579,21.4,10.8,14,1,7.1,4.1,11.48,24,0.8
2015,,Sebastian Telfair,OKC,16,20.4,0.479,22.2,8.9,20.7,0.7,9,4.9,11.48,0,0
2015,,Iman Shumpert,CLE,62,24.9,0.497,18.6,12.5,14.8,4.1,12.6,8.3,11.48,22.6,0.8
2015,,Iman Shumpert,NY,62,24.9,0.497,18.6,12.5,14.8,4.1,12.6,8.3,11.48,22.6,0.8
2015,305,Aaron Gordon,ORL,47,17,0.517,10.8,12.4,14.3,6.4,17.8,12,11.45,-0.5,0
2015,,Jack Cooley,UTAH,16,5.4,0.432,2.8,8.5,16.5,13.3,19.8,16.6,11.45,1.2,0
2015,307,Rasual Butler,WSH,75,20.1,0.531,9.6,7.3,16.4,2.1,12.4,7.4,11.44,21.2,0.7
2015,308,Anthony Bennett,MIN,57,15.7,0.458,11.7,8.8,16.8,6.5,21.6,13.8,11.41,-1.2,0
2015,309,Patrick Beverley,HOU,56,30.8,0.509,23,10,15.9,4.3,10.8,7.6,11.37,9.4,0.3
2015,310,Jose Calderon,NY,42,30.2,0.519,30.9,11.7,16.5,1.7,9.8,5.6,11.34,6.5,0.2
2015,,Richard Jefferson,DAL,74,16.8,0.577,12.5,10.7,14.2,2.2,14,8.1,11.34,15.5,0.5
2015,312,Zach LaVine,MIN,77,24.7,0.515,22.6,15.8,21.7,1.6,11.6,6.4,11.31,8.9,0.3
2015,313,Matt Barnes,LAC,76,29.9,0.574,13.2,10,13.8,2.6,12.2,7.5,11.29,26.9,0.9
2015,314,Archie Goodwin,PHX,41,13,0.486,13.4,14.6,21.9,5.5,9.7,7.6,11.28,6.2,0.2
2015,315,Toney Douglas,NO,12,14.8,0.45,26.5,11,17.4,1.3,12.8,7.1,11.26,0.7,0
2015,316,Kentavious Caldwell-Pope,DET,82,31.5,0.501,8.8,7.6,18.3,1.9,9.1,5.4,11.25,29.1,1
2015,317,Nick Collison,OKC,66,16.7,0.485,21.6,10.8,12.7,8.9,15.3,12.2,11.23,-4.4,-0.1
2015,318,Terrence Ross,TOR,82,25.5,0.519,9.2,7.4,16.9,1.8,10.7,6.2,11.21,22.1,0.7
2015,319,Jerryd Bayless,MIL,77,22.3,0.519,24.7,14.1,18.3,1.5,12.5,7,11.18,4.7,0.2
2015,320,Ramon Sessions,SAC,64,18.6,0.49,26.8,12.7,18.7,2.3,11.2,6.9,11.17,3,0.1
2015,320,Ramon Sessions,WSH,64,18.6,0.49,26.8,12.7,18.7,2.3,11.2,6.9,11.17,3,0.1
2015,321,Luke Babbitt,NO,63,13.2,0.639,9.6,10.4,11.6,1.6,13.5,7.6,11.15,8,0.3
2015,322,Wesley Johnson,LAL,76,29.5,0.509,13,9.1,15.5,3.2,12.9,7.8,11.14,21.5,0.7
2015,323,Gary Neal,MIN,54,22.1,0.483,13.7,8.9,20.7,1.3,11,6,11.13,11.3,0.4
2015,323,Gary Neal,CHA,54,22.1,0.483,13.7,8.9,20.7,1.3,11,6,11.13,11.3,0.4
2015,324,James Jones,CLE,57,11.7,0.565,9.3,5,14.7,1.6,9,5.3,11.1,6,0.2
2015,,Anthony Tolliver,DET,76,18.8,0.569,11.1,9.6,14.1,3.8,14.5,9,11.1,-8.7,-0.3
2015,,Anthony Tolliver,PHX,76,18.8,0.569,11.1,9.6,14.1,3.8,14.5,9,11.1,-8.7,-0.3
2015,,Joey Dorsey,HOU,69,12.4,0.507,10.1,16.6,10.5,13.3,22.7,18,11.1,6.3,0.2
2015,327,Jorge Gutierrez,MIL,20,8.8,0.567,27.3,14.9,13.8,3.3,12.9,8.1,11.09,0.2,0
2015,327,Jorge Gutierrez,BKN,20,8.8,0.567,27.3,14.9,13.8,3.3,12.9,8.1,11.09,0.2,0
2015,328,Lorenzo Brown,MIN,29,18.9,0.468,35.9,12,13.8,2.8,12,7.3,11.06,0.5,0
2015,329,Randy Foye,DEN,50,21.7,0.51,19.7,9.9,18.9,0.9,7.8,4.2,11.03,8.6,0.3
